reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_rating,cleaned_content,year
3ab0c9d0-af99-4d5b-a3ac-f1f8ade9c420,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saat apk driver on.. Dapat orderan.., klo di ambil malah muter"". Sementara kita lagi menuju lokasi lain, dapat order lagi. Diambil, yg terjadi sama. Tetap muter"" Signalnya. Minta perbaikan, malah di blok akun kita..... 🤣🤣🤣gimana mau maju....????? Salam perbaikan.",1,16,6.3.59,2025-02-20 07:48:37,,,6.3.59,Negative,sat apk on klo ambil muter lokasi ambil muter signalnya baik blok akun gimana maju salam baik,2025
ccdb9fbc-a3c1-449d-960c-cae3ea03b8aa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi semakin berkembang,5,0,,2025-02-10 10:29:06,,,,Positive,kembang,2025
3c724810-09db-45aa-80af-e7410b961a18,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good job,5,0,6.3.54,2025-02-08 09:25:03,,,6.3.54,Positive,god job,2025
1fad4bdb-9a21-43be-bd42-71a02d52ed57,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantul joss pokoknya,5,0,6.3.54,2025-02-02 12:51:39,,,6.3.54,Positive,mantul jos pokok,2025
53f936f0-5702-40b2-b565-ed7c61e59301,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasinya sudah diperbarui terus,5,4,6.3.54,2025-01-21 01:53:44,,,6.3.54,Positive,baru,2025
d39f7604-81fa-4653-af45-6b32acb2133c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,okejek lebih ramah kantong,5,0,,2025-01-14 04:51:05,,,,Positive,okejek ramah kantong,2025
a66e55fb-cc3e-4d7a-8c79-37458d59fe20,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mantap pelayanan, cepat, kurir sopan, brng/orderan tetap dlm keadaan rapi.",5,14,6.3.51,2025-01-13 09:48:56,,,6.3.51,Positive,mantap cepat kurir sopan brngorderan dlm adan rapi,2025
d22db17b-8ec6-43ab-9a70-5746c4d3ee3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Oke jeck saya sempat ikut jadi mitra tetapi dng berjalannya waktu teman teman saya semua mulai berhenti karena ada sedikit perbedaan dng pengelola oke jeck cab. SBY di masa lalu akhirnya Oke jeck SBY tidak kedengaran lagi semoga Oke jeck mulai rame lagi,5,0,6.3.1,2025-01-11 11:15:20,,,6.3.1,Positive,jeck mitra dng jala teman teman henti bedan dng kelola jeck cab sby jeck sby dengar jeck rame,2025
dabc22b3-954c-498c-809d-7e5de7745f60,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Okejek,5,0,,2025-01-11 10:14:01,,,,Positive,okejek,2025
ca5761b7-0dc3-4f75-a684-e1547361f35c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gabisa daftar, registrasi gagaaaallllll",1,0,,2025-01-10 04:31:05,,,,Negative,gabisa daftar registrasi gagal,2025
a9fd7846-f73b-4f54-979c-3d96b27ebbf6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Oke jek memang oke,5,0,6.3.31,2024-12-23 09:14:39,,,6.3.31,Positive,jek,2024
b9ad44ab-8bd0-4e67-8af3-2dd19060b1ce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Smoga kepedulian memberi memberikan fakta,5,0,,2024-12-16 12:29:29,,,,Positive,smoga peduli fakta,2024
5c216810-9fb8-4478-9032-b6925f215530,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok sip,5,0,,2024-12-12 07:46:56,,,,Positive,sip,2024
64cbbd61-af08-4c97-ace0-03372213317f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Membantu,5,0,6.3.31,2024-12-11 11:00:56,,,6.3.31,Positive,bantu,2024
7d0bb207-1ad2-4a64-9bc0-56e918c48ea0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Joss mantab,5,0,6.3.31,2024-12-03 22:09:32,,,6.3.31,Positive,jos mantab,2024
88151986-4c34-403d-8126-d4198fc36fb0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mankin oke aja nih,5,0,,2024-12-01 18:17:41,,,,Positive,mankin nih,2024
b5c6ba2c-38d7-4f93-ba8a-8d1e11d962e1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus.... Tingkatkan trus & perbanyak driver. Sukses tuk okejek,5,0,,2024-11-30 12:32:15,,,,Positive,bagus tingkat trus banyak sukses tuk okejek,2024
8e6ebb7f-5d48-4e9e-8e20-57c284a573bf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gua pake Smartfren and gk bisa daftar,1,1,6.3.25,2024-11-18 11:49:49,,,6.3.25,Negative,gua pake smartfren and gk daftar,2024
a74d3842-bf93-4f02-9096-d81a7a3e1be3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi tranportasi online terbaik,5,0,6.3.25,2024-11-17 09:45:14,,,6.3.25,Positive,tranportasi online baik,2024
7ff21461-be24-461c-87c1-8f4f2ffa5e43,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Semoga okejek makin baik pelayanan mya,5,0,,2024-11-10 07:35:20,,,,Positive,okejek mya,2024
9af97b4f-4810-42c0-a102-7f727f94a5ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,okejek mantaap,5,0,6.3.8,2024-11-09 02:39:41,,,6.3.8,Positive,okejek mantap,2024
d977dc48-4bf1-4ef3-b660-801089f26140,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap 👍,5,0,6.3.8,2024-11-08 22:02:47,,,6.3.8,Positive,mantap,2024
f396ffb1-63b8-4737-8a5c-4d35efe05ea8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantab,5,0,6.3.1,2024-11-05 00:58:29,,,6.3.1,Positive,mantab,2024
f5429e17-86cb-4cab-963b-3a44a231bdc3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Okejek Paling oke,5,1,,2024-11-02 10:13:18,,,,Positive,okejek,2024
dffeee49-012a-44c4-8f17-cf247cac598f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍👍👍,5,0,6.3.1,2024-11-01 03:59:16,,,6.3.1,Positive,,2024
c90cb25b-a688-4795-96d7-c24e35b67bf1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok bagusss,5,0,6.3.1,2024-10-29 06:24:35,,,6.3.1,Positive,bagus,2024
890a2728-d3c8-4eac-94d3-78923c2b4ff4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus pengantaran cepat driver ramah,5,0,,2024-10-16 04:51:46,,,,Positive,bagus antar cepat ramah,2024
8e26f3bf-5ea3-42db-8a7d-fd05783e7d61,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good job,5,0,6.3.1,2024-10-09 08:37:18,,,6.3.1,Positive,god job,2024
50a23bde-8fec-4d60-bde4-46f60c4ca551,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gaaasss..!! Karya anak Negeri Indonesia tercinta.. Jangan sampai kita bergantung pada produk luar yang akhirnya malah membuat uang dan kekayaan bangsa mengalir keluar.. Yakin..!! Ini dari kita.., untuk kita.. Semangaattt...💪💪👍👍👍",5,0,6.3.1,2024-10-04 13:08:42,,,6.3.1,Positive,gas karya anak negeri indonesia cinta gantung produk uang kayan bangsa alir semangat,2024
649079ef-1835-473b-bf77-ebbb565ffaf1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Semoga sukses kedepannya ,amin",5,0,6.3.1,2024-09-25 12:53:15,,,6.3.1,Positive,sukses depa amin,2024
5358e34e-345d-4cdd-bf3e-3563c7e78b94,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat rekomended di Jogja harga terjangkau dari yg lain. Semoga segera di buka kantor Jogja..,5,0,6.3.1,2024-09-18 18:23:09,,,6.3.1,Positive,rekomended jogja harga jangkau buka kantor jogja,2024
2a621162-27ed-4e6a-ae01-ab7fa5154faf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Area jangkauan Ga luas,1,0,,2024-09-14 16:26:53,,,,Negative,area jangkau ga luas,2024
dd1f7f46-2696-4526-89df-65ace26e62e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi sudah ketinggalan, driver sering mengabaikan orderan, pembayaran via dompet digital selalu tidak bisa, hanya bisa menggunakan tunai, selain itu juga tidak pernah ada promo.",2,1,6.3.1,2024-08-04 17:11:33,,,6.3.1,Negative,ketingalan abai bayar via dompet digital mengunakan tunai promo,2024
383ad033-d6f9-45d1-8d93-e2d400db47c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apakah ojek ini sudah beroperasi di Ketapang,Kalimantan Barat ?",5,0,,2024-08-03 15:31:29,,,,Positive,ojek operasi ketapangkalimantan barat,2024
e69bd8d8-d6c6-48df-b930-18be4a0866b5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,🙏🏿☝🏿🙏🏿,5,0,6.3.1,2024-07-30 00:11:37,,,6.3.1,Positive,,2024
2683b94a-4fd2-433a-94fe-a9eb08d0adaf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jelek,1,0,,2024-07-29 01:00:50,,,,Negative,jelek,2024
a3b68d92-fc3a-420e-aeae-fbd6da755496,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Banyak resto sudah tutup, tapi di aplikasi masih buka",2,0,,2024-07-06 11:21:50,,,,Negative,resto tutup buka,2024
14737fb2-663d-4261-9f0f-e9b868b9116c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kalo punya aplikasi customer jangan di offline sama drivernya kasih peringatan jika menjalankan offline,1,0,,2024-06-28 11:25:58,Hpmu perlu di perbarui,2020-07-31 07:23:50,,Negative,kalo customer ofline kasih ingat jalan ofline,2024
f9711406-031a-49bc-8a84-7407e1a78a06,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cakep,5,0,,2024-06-11 20:17:42,,,,Positive,cakep,2024
89cdbc5e-eb72-4b02-8758-9b4285c702aa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa bangkrut ini di medan? Wkwk,1,0,4.4.0,2024-06-10 15:44:54,,,4.4.0,Negative,bangkrut medan wkwk,2024
1258dba9-fa56-4d0c-b738-6b301e84afd0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apk oke jek Tebingtinggi TDK di kembang kan lagi kkk,1,0,,2024-04-25 11:23:34,,,,Negative,apk jek tebingtingi tdk kembang k,2024
b11d2963-5a70-4c48-8d9b-63327bb8e4d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pelayanannya nya Cepat & drivernya ramah,5,0,,2024-04-16 11:53:28,,,,Positive,pelayananya cepat ramah,2024
3e525ecb-8a4b-4a29-86ff-9553893cc3f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Error,1,0,6.3.1,2024-04-10 00:43:58,,,6.3.1,Negative,eror,2024
d6470bf1-03bb-4dd6-b3c3-441d8c32e2fe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sering sekali aplikasi error.. mohon diperbaiki ya 🙏,1,0,,2024-03-30 10:45:28,,,,Negative,eror mohon baik,2024
b1f05b49-c9e0-4c11-9286-0543e3d7a9c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mau daftar aja sulitnya minta ampun.... Ada notif : ""ada kolom yang tidak sesuai"" ya seharusnya dipandu dong... Kolom mana yg tidak sesuai.... Berulang kali nyoba tetap aja gagal.. akhirnya uninstall. Tolong diperbaiki ya...maaf",1,2,,2024-03-23 09:13:14,,,,Negative,daftar sulit ampun notif kolom sesuai pandu kolom sesuai ulang kali nyoba gagal uninstal tolong baik yamaf,2024
15c8ff4b-abe8-45c2-84d4-5085c26a10a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sir lu ye oke jek,1,45,3.0.5,2024-03-17 00:23:33,,,3.0.5,Negative,sir lu ye jek,2024
dc612a62-3262-4e36-9938-3224517d2a02,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Min kok aplikasi punya ku erorr sih, ngga ada muncul apa² gimana ini?",1,0,6.3.1,2024-03-16 19:29:50,,,6.3.1,Negative,min ku eror sih nga muncul gimana,2024
0b49b86c-041b-491f-9acf-7b4a529cc40a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi apa ini order mknn g bs d pake,1,0,6.3.1,2024-03-14 08:03:07,,,6.3.1,Negative,mkn g bs d pake,2024
a73a7f85-7c43-4592-b3d9-373b7004d1c4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong diperbaiki aplikasinya, saya pesan Uda bayar pake shopeepay namun di status nya masih menunggu pembayaran, Uda di batalkan namun biaya yang Uda saya bayarkan tidak di kembalikan, trus saya pesan lagi dan Uda di bayar pakai shopeepay statusnya masih menunggu pembayaran lagi, saya batalkan juga gak balik lagi uang yg Uda terpotong. Gimana si.",1,2,6.3.1,2024-03-05 13:24:53,,,6.3.1,Negative,tolong baik pesan uda bayar pake shopepay status tungu bayar uda batal biaya uda bayar kembali trus pesan uda bayar pakai shopepay status tungu bayar batal gak uang uda potong gimana si,2024
c73c3dce-275b-4425-90f1-8794242a8481,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa nih apk ga jelas banget ga bisa kebuka... Udh install ulang tetep ga bisa kebuka... Padahal kemarin masih bisa digunakan.. tolong di perbaiki,1,1,6.3.1,2024-02-20 10:05:30,,,6.3.1,Negative,nih apk ga ga buka udh instal ulang tetep ga buka kemarin tolong baik,2024
